modena,19,13.00,-50.60,49.69,6.00,-46.88,41.67
kauf_valid,82,66.00,-56.12,52.00,16.00,-56.57,53.12
kauf_train,62,47.00,-57.53,51.94,15.00,-49.89,51.33
runge_valid,38,10.00,-76.35,61.10,28.00,-63.66,58.93
eterna,71,27.00,-32.22,57.37,35.00,-29.61,45.06
